1,60781
2,357405
3,357010
4,106780
5,2332909
6,2332635
7,102144
8,2333185
9,2333427
10,94366
11,2332867
12,82084
13,2333306
14,85497
15,2333573
16,2333364
17,84295
18,105915
19,103854
20,2332786
21,92844
22,2333619
23,105573
24,67029
25,105571
26,61620
27,359896
28,78305
29,2332790
30,2333658
31,2333539
32,101841
33,359471
34,2332537
35,105918
36,2333197
37,2333059
38,2333166
39,102601
40,60642
41,60644
42,84379
44,359794
45,2333317
46,2333147
47,2332864
48,102244
49,356637
50,2332599
51,58211
52,106537
53,106771
54,2332707
55,106571
56,59574
57,106572
58,60634
59,58189
60,2332837
61,59279
62,2333070
63,102134
64,106543
65,97906
66,2332979
67,359637
68,59425
69,2332644
70,102674
71,2332770
72,73787
73,58904
74,2332805
75,2332944
76,82729
77,88392
78,2333174
79,2332848
80,82679
81,59589
82,57918
83,2332929
84,2332809
85,58671
86,2332961
87,2332971
88,356656
89,975089
90,60975
91,2332630
92,2333205
93,2333163
95,2332887
96,2333454
97,2332872
98,2333167
99,79296
100,58192
101,56925
102,357668
103,58210
104,100848
105,56915
106,57692
107,57983
108,2332884
109,2333465
110,63490
111,2333193
112,59879
113,2333182
114,2333482
115,2332826
116,2333275
117,58209
118,59562
119,61278
120,61035
122,61616
123,61684
124,83018
125,59278
126,105851
127,58633
128,353582
129,57747
130,79524
131,2332906
132,359661
133,61613
134,59270
135,2333301
136,59264
137,99805
138,57084
139,2333345
140,61676
141,2332711
142,2332702
143,2333311
144,2332850
145,60839
146,57953
147,61617
148,2333312
149,59259
150,58186
151,85475
152,65765
154,2333000
155,2332469
157,2333331
158,69276
159,60972
160,2332843
162,61618
163,61606
164,357732
165,97133
166,58670
167,101415
168,60611
169,77341
170,58887
171,59569
172,59852
173,59649
174,2332923
175,2333476
176,57921
177,59263
179,57511
180,57668
182,60619
183,59567
184,353614
186,2333230
188,60649
189,57911
190,59568
191,59566
192,59046
193,60199
194,60461
195,59482
196,60463
197,59326
198,2333191
199,60970
200,60216
201,2332827
202,83772
203,59580
204,58172
205,60646
206,2332577
207,2332776
208,57971
209,2332851
210,59317
211,57664
212,60838
213,2332692
214,60978
215,85717
216,359570
217,60971
218,58185
219,59410
220,2332581
221,59853
222,87079
223,2332704
224,58277
225,59711
226,2332695
227,61615
228,61610
229,104441
230,100222
231,2332472
232,59267
234,59559
236,56907
237,60594
238,59321
239,57917
240,60613
241,2333385
242,59856
243,85895
245,58897
246,2332859
247,105867
248,102953
249,58247
250,58218
251,68210
253,60627
254,2333271
255,2333111
256,2332613
257,2332893
258,60453
259,61412
260,58646
261,59260
262,61416
264,60588
265,59323
266,59851
267,106663
268,60631
269,68634
270,61762
271,60632
272,60624
274,59320
277,97245
278,59406
279,85822
280,2310931
281,85639
282,57930
283,61088
284,360964
285,59849
286,103914
287,58738
288,59612
289,58874
290,2333260
291,59275
293,60969
294,60598
297,58891
298,77187
299,58413
300,61649
303,2332862
304,358901
305,58493
306,58666
307,2333369
308,79632
309,61757
311,58888
312,58467
314,57706
315,60597
316,86917
317,58893
319,80720
320,2333117
321,59316
322,59702
323,56934
324,59558
325,59477
326,59843
327,2333546
328,59614
329,59408
330,60195
331,59596
332,361012
333,59094
334,2333361
335,2333324
336,59034
337,100418
338,2332775
339,58238
340,60640
342,2333449
343,61758
344,2333456
345,59610
347,2333352
348,59254
349,2333266
350,56969
351,61057
352,59835
353,61759
354,59409
355,89805
356,59054
357,60702
358,2332579
359,61763
360,61059
362,59561
363,59597
364,2333649
365,58905
366,57931
368,59494
369,2332654
370,61279
371,60678
372,61761
373,56960
374,58898
375,61069
376,59565
377,59704
378,58494
379,60714
381,60966
382,2333417
383,59318
384,57801
385,59846
386,60639
387,93950
388,61414
389,61053
390,60976
392,58901
393,61409
394,58495
396,59837
397,59841
400,56961
401,59887
402,58256
403,56922
404,59483
407,59836
408,57658
409,2333367
410,59042
412,59884
413,57512
414,57667
415,356855
416,57674
417,61062
420,97538
423,57662
424,58291
426,59590
427,58420
429,61049
430,58359
432,59602
433,57671
435,60628
436,60697
437,57714
439,59833
440,58554
441,101364
442,58739
443,61609
444,2332641
445,57670
446,60832
447,59369
448,59112
451,2333613
452,61411
453,100125
454,61760
455,58058
456,59478
457,59139
458,61488
459,97980
460,103626
461,60719
462,57946
463,105917
465,57660
467,59077
468,58053
470,59114
471,60197
472,976429
473,356798
474,57800
475,58883
476,2332617
477,60673
479,2332434
481,57705
483,56909
484,60645
485,59840
487,2333102
488,58243
489,58882
490,59095
491,56914
492,58761
493,2333508
494,59882
495,66294
496,59136
499,59257
500,56966
501,59405
502,57772
503,88348
504,57659
506,58811
507,59459
508,59404
510,60600
514,59152
515,61060
516,59880
517,59845
518,58173
519,105200
520,59125
522,60614
524,59043
525,59288
527,93191
529,60964
531,59413
533,61014
534,56967
535,100173
536,59044
538,61635
540,61607
543,58750
544,59847
545,60888
547,68639
548,61058
549,59599
550,60616
551,58933
552,57688
553,61446
554,2332673
555,59324
557,58830
558,58884
559,88858
560,57712
562,57665
563,58899
564,59883
565,58259
566,60629
571,58875
574,56910
575,58288
578,92046
579,59892
580,58779
581,61050
583,2332878
584,58258
585,60863
587,59465
589,59850
592,68637
595,96088
596,61046
597,56957
598,97634
599,59366
600,61489
601,104411
602,58872
603,2333357
604,58175
606,57920
607,59591
608,2332653
609,59885
612,358043
613,59488
614,60626
615,58040
616,58045
617,65967
618,60603
619,58091
621,57704
623,94861
625,95726
627,61626
629,60200
631,59261
632,59593
635,57936
636,58885
637,89481
638,60452
639,90651
640,58768
641,57666
642,94610
644,104326
645,60515
646,61557
647,99176
648,60520
649,59493
651,57914
653,60986
655,106405
656,59122
657,60620
658,2333026
659,59047
660,60688
662,59476
664,59048
667,58047
669,58701
670,59708
671,58870
672,59467
673,57657
675,69601
676,58937
679,58555
680,102572
682,76645
683,56979
684,2333434
685,59855
686,59511
688,80576
689,60884
690,58399
692,61054
693,61462
697,60881
698,59156
699,60630
705,58894
706,58698
707,58881
709,59039
711,57779
712,60692
713,57926
714,59292
715,359504
716,60361
717,58389
719,60601
